0.000000,119.522786
3.000000,166.808079
16.000000,169.757434
43.000000,153.594119
53.000000,162.518889
64.000000,157.244281
83.000000,164.091492
91.000000,154.316872
114.000000,150.648236
130.000000,135.621052
144.000000,139.729559
164.000000,157.637058
174.000000,161.595521
182.000000,150.256890
202.000000,169.940399
217.000000,158.842110
234.000000,165.447952
255.000000,152.236265
268.000000,233.228816
279.000000,223.122756
290.000000,227.182882
308.000000,227.767721
318.000000,213.137584
344.000000,221.599420
355.000000,209.962679
368.000000,213.581895
388.000000,223.667342
395.000000,234.340987
421.000000,245.924711
433.000000,236.496913
445.000000,242.181693
465.000000,233.743384
478.000000,238.848083
486.000000,251.199026
503.000000,243.767274
520.000000,252.984146
535.000000,245.395656
543.000000,250.019674
568.000000,254.331724
586.000000,244.164781
599.000000,253.429099
614.000000,240.413222
618.000000,247.376764
641.000000,242.832849
648.000000,251.538217
674.000000,241.936696
688.000000,242.808308
704.000000,254.263525
718.000000,274.231325
737.000000,270.140635
747.000000,173.826446
757.000000,167.428392
774.000000,185.402210
796.000000,156.652257
804.000000,169.167303
825.000000,180.364741
834.000000,169.171356
852.000000,163.047546
859.000000,169.588844
879.000000,151.165790
889.000000,155.262103
916.000000,144.022661
929.000000,155.449728
946.000000,163.313289
951.000000,157.513138
975.000000,159.605080
989.000000,145.188911
1003.000000,151.444384
1020.000000,144.257562
1027.000000,153.135776
1043.000000,150.356002
1066.000000,154.841675
1074.000000,168.117743
1098.000000,162.843667
1114.000000,174.319944
1123.000000,172.002804
1143.000000,179.663379
1155.000000,179.346422
1163.000000,218.393488
1187.000000,215.347860
1201.000000,205.932947
1215.000000,218.412183
1222.000000,187.311919
1240.000000,204.584466
1256.000000,196.414622
1265.000000,203.553612
1292.000000,213.090270
1302.000000,163.883475
1319.000000,160.933045
1331.000000,170.678151
1351.000000,175.141724
1362.000000,157.229658
1380.000000,164.693729
1400.000000,163.593152
1415.000000,98.739613
1417.000000,204.332722
1439.000000,193.707399
1451.000000,208.658049
1472.000000,211.214306
1486.000000,200.601221
1497.000000,207.806373
1517.000000,203.237327
1526.000000,213.392671
1540.000000,199.988964
1564.000000,197.847405
1575.000000,209.400549
1583.000000,214.980663
1605.000000,216.305266
1626.000000,209.175626
1635.000000,104.705143
1644.000000,95.496263
1658.000000,109.030990
1680.000000,106.242097
1689.000000,189.392041
1702.000000,111.894863
1730.000000,96.482086
1746.000000,96.278529
1752.000000,191.830768
1774.000000,195.740762
1786.000000,180.093877
1798.000000,184.955415
1812.000000,168.123516
1825.000000,174.656595
1850.000000,164.289296
1864.000000,167.123825
1882.000000,182.786314
1884.000000,107.248940
1906.000000,114.483142
